Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
17-01-2025 13:00,ARTMS,30.02,31.04,29.92,31.0,520060.0,0.04,0.98,0.11,759.65,0.98,131825.1,294.51,True,75.88,2025-01-17,30.0,3.33,0,,29.06,32.64,False,False
17-01-2025 13:00,OBAMS,51.1,52.05,50.85,51.95,443137.0,0.1,0.85,0.0,inf,0.85,157227.1,181.85,True,45.47,2025-01-17,51.65,0.58,0,,51.1,55.0,True,True
17-01-2025 13:00,AKENR,12.99,13.72,12.98,13.52,5758301.0,0.2,0.53,0.02,3017.65,0.53,1331239.3,332.55,True,59.57,2025-01-17,13.08,3.36,0,,12.92,14.48,True,False
17-01-2025 12:00,THYAO,299.25,303.0,299.25,302.0,8843272.0,1.0,2.75,0.5,450.0,2.75,3319956.7,166.37,True,70.51,2025-01-17,297.75,1.43,0,,295.0,ATH,False,False
17-01-2025 12:00,BERA,16.12,16.41,16.11,16.37,1995350.0,0.04,0.25,0.02,986.96,0.25,765356.7,160.71,True,62.29,2025-01-17,16.15,1.36,0,,15.82,16.5,False,False
17-01-2025 12:00,SAFKR,57.15,57.5,57.15,57.5,125900.0,0.0,0.35,0.08,337.5,0.35,67493.4,86.54,True,54.16,2025-01-17,56.7,1.41,0,,55.15,61.25,False,False
17-01-2025 12:00,TEZOL,17.45,17.74,17.45,17.7,807108.0,0.04,0.25,0.04,594.44,0.25,502890.8,60.49,True,64.39,2025-01-17,17.59,0.63,0,,16.9,17.91,False,False
17-01-2025 11:00,ZRGYO,13.68,13.76,13.59,13.75,187306.0,0.01,0.07,0.03,169.23,0.07,124556.3,50.38,True,78.18,2025-01-17,13.73,0.15,0,,13.13,ATH,False,False
17-01-2025 11:00,PGSUS,215.1,218.5,215.0,218.0,2105810.0,0.5,2.9,0.27,974.07,2.9,711717.8,195.88,True,66.01,2025-01-17,215.0,1.4,0,,211.8,222.7,False,False
17-01-2025 11:00,BJKAS,4.81,5.03,4.8,5.01,18457507.0,0.02,0.2,0.02,1233.33,0.2,3586013.6,414.71,True,67.25,2025-01-17,4.82,3.94,0,,4.62,ATH,False,False
